source,dest,packets,traffic_in_bytes
151.101.1.44,192.168.128.16,120,117274
192.168.129.173,172.224.111.4,206,113304
192.168.130.76,192.168.63.253,1428,110800
192.168.129.184,192.168.63.253,1432,110404
192.168.128.220,18.155.192.122,1368,106279
10.4.128.16,192.168.128.16,180,106200
192.168.33.120,17.57.145.148,80,105442
23.62.20.91,192.168.128.16,217,103214
192.168.63.253,192.168.130.76,996,102740
192.168.63.254,192.168.33.115,123,99746
192.168.63.253,192.168.130.0,1274,99066
23.62.20.102,192.168.128.16,128,95485
192.168.131.16,172.224.180.6,158,91164
192.168.33.115,192.168.63.254,93,90046
192.168.131.16,172.224.111.10,161,86142
192.168.130.44,172.224.110.16,154,85596
18.155.192.75,192.168.128.16,100,81669
192.168.129.173,151.101.3.6,199,80706
192.168.129.173,151.101.67.6,199,80706
192.168.129.173,151.101.131.6,199,80706
192.168.129.173,151.101.195.6,199,80706
192.168.63.253,192.168.128.164,590,79036
192.168.130.104,192.168.63.253,996,78458
192.168.130.156,192.168.63.253,1030,78088
192.168.63.253,192.168.129.184,961,77462
65.8.177.106,192.168.128.16,82,76922
31.13.82.36,192.168.128.16,168,76109
192.168.33.115,17.253.69.207,63,74026
192.168.128.160,192.168.63.253,958,73170
192.168.128.72,17.248.225.44,934,72852
192.168.128.72,17.248.225.29,934,72852
142.250.194.110,192.168.128.16,139,72193
192.168.128.16,35.212.26.181,72,71996
192.168.128.16,35.212.76.96,64,71579
192.168.129.124,192.168.63.253,824,69896
192.168.63.253,192.168.129.124,824,69896
192.168.63.253,192.168.130.104,716,67528
192.168.131.172,192.168.159.254,53,67006
192.168.128.16,17.57.154.7,827,66298
192.168.129.88,172.224.180.3,101,64380
192.168.34.57,192.168.63.254,132,64350
192.168.63.253,192.168.128.160,664,63554
192.168.130.44,172.224.110.6,117,61686
192.168.130.44,172.224.110.5,117,61686
192.168.129.212,17.248.167.68,110,61140
192.168.131.16,172.224.110.8,110,61140
192.168.128.16,103.43.90.19,76,60851
192.168.128.72,17.248.167.73,103,60594
192.168.130.44,172.224.111.4,103,60594
192.168.129.173,172.224.180.131,103,60594
192.168.129.173,172.224.111.14,103,60594
192.168.129.173,172.224.110.5,103,60594
192.168.129.173,172.224.180.4,103,60594
192.168.129.173,172.224.111.12,103,60594
192.168.129.173,172.224.110.6,103,60594
192.168.129.173,172.224.110.16,103,60594
192.168.128.72,17.248.167.88,115,60216
65.8.180.2,192.168.128.16,54,59092
192.168.128.16,147.92.146.114,79,57975
192.168.63.253,192.168.130.156,714,55968
192.168.129.212,17.248.167.88,106,55572
192.168.129.212,17.248.167.85,106,55572
192.168.129.212,17.248.167.56,106,55572
192.168.129.212,17.248.167.71,106,55572
192.168.129.212,17.248.167.102,106,55572
192.168.129.212,17.248.167.101,106,55572
192.168.129.212,17.248.167.55,106,55572
192.168.128.72,17.248.167.106,106,55572
192.168.128.72,17.248.167.70,106,55572
192.168.128.72,17.248.167.89,106,55572
192.168.128.72,17.248.167.41,106,55572
192.168.128.72,151.101.3.6,112,55296
192.168.128.72,151.101.67.6,112,55296
192.168.128.72,151.101.131.6,112,55296
192.168.128.72,151.101.195.6,112,55296
192.168.129.212,172.224.111.4,99,55026
192.168.130.192,192.168.159.254,44,54568
192.168.128.72,172.224.180.3,92,54480
192.168.130.44,172.224.111.7,92,54480
192.168.130.192,17.248.225.70,696,54272
192.168.128.72,17.248.167.55,105,54180
192.168.128.72,17.248.167.90,105,54180
192.168.129.173,172.224.111.10,104,54102
23.217.68.33,192.168.33.115,86,53958
13.227.77.215,192.168.128.16,126,53753
151.101.108.157,192.168.128.16,75,53142
192.168.128.16,23.63.233.9,177,52868
192.168.128.72,17.248.225.64,675,52650
192.168.129.173,172.224.180.138,102,52632
192.168.129.173,172.224.180.3,102,52632
192.168.129.173,172.224.110.7,102,52632
192.168.129.173,172.224.180.6,102,52632
192.168.129.173,172.224.180.5,101,52554
192.168.129.173,172.224.180.9,101,52554
192.168.128.16,23.51.14.147,272,52355
124.146.153.154,192.168.128.16,99,52320
18.173.121.68,192.168.128.16,77,51589
142.251.42.138,192.168.128.16,44,51489
142.250.194.131,192.168.128.16,108,51000
192.168.130.192,17.248.225.29,643,50154
192.168.130.192,17.248.225.44,642,50076
192.168.129.212,172.224.111.14,84,49914
192.168.130.192,17.248.225.68,635,49530
192.168.131.16,172.224.180.7,95,49458
192.168.131.16,172.224.110.9,95,49458
192.168.131.16,172.224.180.135,95,49458
192.168.131.16,172.224.111.8,95,49458
192.168.131.16,172.224.180.131,95,49458
192.168.130.192,17.248.225.65,633,49374
23.217.68.33,192.168.33.247,50,48823
192.168.128.220,17.23.18.34,192,48707
192.168.131.16,172.224.110.7,81,48366
192.168.128.16,142.250.194.110,124,48225
fe80::86e:f2ff:28cb:ffc0,ff02::fb,404,48146
183.79.48.249,192.168.128.16,84,48074
192.168.130.104,17.248.225.29,78,47948
192.168.130.116,192.168.63.253,582,47510
192.168.130.196,17.248.225.44,609,47486
104.21.34.165,192.168.128.16,141,47330
192.168.130.196,17.248.225.29,606,47252
115.127.227.158,192.168.128.16,65,47125
192.168.130.196,17.248.225.14,603,47018
192.168.129.173,17.248.225.14,599,46706
172.217.26.238,192.168.128.16,115,46538
192.168.129.173,17.248.225.67,590,46004
192.168.129.173,17.248.225.29,585,45614
18.155.192.58,192.168.128.16,76,44568
192.168.128.16,142.250.196.136,363,44127
192.168.128.16,124.146.153.154,107,43948
192.168.129.173,17.248.225.44,554,43196
192.168.128.220,17.57.145.151,68,43193
192.168.131.16,172.224.180.3,77,42798
192.168.128.72,172.224.180.138,77,42798
192.168.129.88,172.224.180.4,77,42798
192.168.129.212,172.224.180.131,77,42798
192.168.129.212,172.224.180.4,77,42798
192.168.129.212,172.224.111.12,77,42798
192.168.129.212,172.224.110.16,77,42798
192.168.129.212,172.224.110.5,77,42798
192.168.129.212,172.224.110.6,77,42798
192.168.128.72,17.248.225.70,544,42432
192.168.128.72,172.224.111.10,70,42252
192.168.129.88,172.224.110.16,70,42252
192.168.129.88,172.224.111.8,70,42252
192.168.129.88,172.224.110.4,70,42252
192.168.129.88,172.224.110.18,70,42252
192.168.130.196,151.101.3.52,60,42252
192.168.130.196,151.101.131.52,60,42252
192.168.130.196,151.101.195.52,60,42252
192.168.130.196,151.101.67.52,60,42252
182.22.30.204,192.168.128.16,80,42138
108.139.10.31,192.168.128.220,101,41744
172.217.175.34,192.168.128.16,58,41658
192.168.129.88,172.224.180.133,66,40626
192.168.129.88,172.224.110.19,63,40392
192.168.128.16,23.62.20.111,76,39771
172.217.175.46,192.168.128.16,74,39675
23.51.14.193,192.168.128.16,59,39505
192.168.131.192,17.248.225.14,506,39468
192.168.131.192,17.248.225.29,503,39234
192.168.131.192,17.248.225.44,488,38064
fe80::86e:f2ff:28cb:ffc0,ff02::16,370,38020
103.132.192.30,192.168.128.16,89,37868
192.168.128.16,172.217.26.238,87,37634
192.168.130.44,224.0.0.251,378,37488
192.168.128.16,142.250.194.131,90,37049
192.168.131.132,157.240.209.142,52,36888
192.168.130.224,31.13.82.142,52,36888
192.168.128.16,147.92.191.92,76,36872
192.168.128.220,17.248.167.84,30,36759
192.168.130.76,17.248.225.44,471,36722
192.168.131.16,172.224.180.9,66,36684
192.168.131.16,172.224.180.138,66,36684
192.168.128.72,172.224.110.7,66,36684
192.168.128.72,172.224.180.5,66,36684
192.168.131.16,172.224.180.5,66,36684
192.168.131.16,172.224.111.4,66,36684
192.168.128.72,172.224.180.6,66,36684
192.168.128.72,172.224.111.4,66,36684
192.168.128.72,172.224.180.9,66,36684
192.168.130.44,172.224.180.4,66,36684
192.168.130.44,172.224.111.12,66,36684
192.168.130.44,172.224.111.14,66,36684
192.168.130.44,172.224.180.131,66,36684
192.168.130.76,17.248.225.29,468,36488
192.168.130.76,17.248.225.14,468,36488
192.168.128.16,202.233.84.1,100,36370
65.8.180.82,192.168.128.16,65,36313
3.115.53.205,192.168.128.16,100,35632
192.168.130.196,65.1.18.34,57,35292
202.233.84.1,192.168.128.16,105,35248
192.168.128.16,23.62.20.107,285,34484
192.168.128.16,34.102.157.207,61,34182
192.168.128.16,31.13.82.36,95,34080
192.168.63.253,192.168.130.116,390,34070
192.168.130.76,17.248.225.67,436,33992
13.107.226.46,192.168.128.16,32,33947
192.168.63.253,192.168.159.254,361,33714
108.138.246.13,192.168.128.16,63,33582
192.168.129.69,172.224.111.4,24,33408
182.161.74.48,192.168.128.16,55,32924
192.168.130.196,17.248.225.68,419,32666
192.168.129.200,172.224.111.4,58,32118
192.168.128.16,18.205.208.254,197,32071
142.250.77.162,192.168.128.16,76,32056
23.62.20.111,192.168.128.16,61,32000
34.102.157.207,192.168.128.16,65,31831
192.168.130.196,17.248.225.69,405,31590
142.251.42.130,192.168.128.16,42,31433
182.161.74.17,192.168.128.16,30,31200
192.168.128.72,17.248.225.14,394,30732
192.168.128.16,23.62.20.91,218,30681
192.168.128.72,17.253.145.10,22,30624
192.168.128.72,17.253.150.10,22,30624
192.168.130.224,34.96.106.127,30,30588
192.168.130.224,17.248.167.68,55,30570
192.168.130.224,17.248.167.41,52,30336
192.168.129.88,172.224.110.7,48,30024
192.168.129.88,172.224.180.138,48,30024
192.168.33.120,17.248.225.44,381,29718
192.168.130.44,17.248.225.29,380,29640
192.168.129.200,172.224.111.14,56,29334
68.71.249.74,192.168.128.16,50,29332
192.168.128.16,172.217.175.46,107,29288
192.168.128.220,17.248.167.68,21,29232
192.168.128.220,17.248.167.55,21,29232
182.161.74.19,192.168.128.16,66,29176
192.168.128.16,65.8.179.77,388,29095
192.168.128.16,103.132.192.30,106,28900
192.168.130.224,17.248.167.101,50,28866
192.168.130.44,17.248.225.14,370,28860
192.168.131.172,57.144.152.196,42,28812
192.168.130.224,17.248.167.84,48,28710
192.168.159.254,192.168.63.253,259,28553
192.168.131.172,57.144.152.192,101,28550
3.169.183.128,192.168.128.16,43,28523
142.250.194.142,192.168.128.16,54,28506
192.168.128.16,52.193.218.111,84,28454
192.168.128.16,35.244.205.217,48,28368
192.168.130.196,172.64.69.66,40,28168
192.168.130.196,162.159.196.66,40,28168
192.168.130.196,172.64.68.66,39,28126
192.168.130.196,162.159.194.66,39,28126
151.101.1.91,192.168.128.16,86,27582
192.168.129.212,17.248.225.14,353,27534
192.168.129.212,17.248.225.44,353,27534
192.168.33.120,17.248.225.14,353,27534
192.168.128.16,151.101.64.84,40,27450
192.168.128.16,13.227.77.215,130,27442
192.168.130.224,17.248.167.54,48,27396
192.168.128.16,142.250.196.104,251,27309
57.182.237.220,192.168.128.16,46,27251
192.168.129.212,17.248.225.29,348,27144
192.168.33.120,17.248.225.29,348,27144
fe80::1443:21e7:6a9a:9015,ff02::fb,179,27036
17.248.225.29,192.168.130.104,54,26905
192.168.128.16,182.22.30.204,78,26817
192.168.63.253,192.168.129.200,158,26774
192.168.128.16,4.153.129.168,56,26500
192.168.128.220,17.248.167.86,19,26448
192.168.128.220,17.248.167.73,19,26448
8.8.4.4,192.168.130.104,37,26441
192.168.33.115,17.248.225.29,336,26208
142.250.207.2,192.168.128.16,36,26103
192.168.130.224,17.248.167.105,48,26082
192.168.130.224,17.248.167.43,46,25926
192.168.130.224,17.248.167.70,46,25926
192.168.129.173,17.248.225.68,332,25896
192.168.130.224,17.248.167.75,45,25848
192.168.129.200,172.224.110.6,60,25704
192.168.129.200,172.224.110.5,60,25704
192.168.129.200,172.224.110.16,60,25704
192.168.128.16,151.101.192.84,40,25671
192.168.33.115,17.248.225.44,327,25506
192.168.159.254,192.168.129.124,104,25298
103.43.90.19,192.168.128.16,56,25290
192.168.33.247,172.224.110.11,38,25286
192.168.129.200,172.224.180.131,53,25158
192.168.129.200,172.224.180.4,53,25158
192.168.130.192,17.56.9.32,328,25104
192.168.130.44,172.224.110.19,51,25002
192.168.130.44,172.224.180.3,51,25002
192.168.130.44,172.224.180.136,51,25002
192.168.129.173,17.248.167.88,51,25002
192.168.129.173,17.248.167.41,51,25002
192.168.129.173,17.248.167.90,51,25002
192.168.129.173,17.248.167.55,51,25002
192.168.129.173,17.248.167.73,51,25002
192.168.129.173,17.248.167.70,51,25002
192.168.129.173,17.248.167.106,51,25002
192.168.129.173,17.248.167.89,51,25002
192.168.131.192,31.13.82.174,38,24948
192.168.131.192,57.144.150.34,38,24948
192.168.130.44,172.224.111.16,50,24924
192.168.130.224,151.101.3.6,65,24858
192.168.130.224,151.101.131.6,63,24702
192.168.33.120,64.233.189.108,338,24700
192.168.130.224,151.101.195.6,62,24624
192.168.129.200,172.224.111.12,46,24612
35.244.154.8,192.168.128.16,51,24459
192.168.129.88,172.224.111.10,44,24456
192.168.129.88,172.224.180.5,44,24456
192.168.130.224,17.248.167.89,44,24456
192.168.129.88,172.224.180.9,43,24378
192.168.129.88,172.224.111.4,43,24378
192.168.130.224,17.248.167.69,43,24378
192.168.130.224,17.248.167.38,42,24300
192.168.130.224,17.248.167.53,42,24300
192.168.129.88,172.224.180.6,40,24144
192.168.128.16,183.79.48.249,85,23989
139.99.123.150,192.168.128.16,33,23983
192.168.130.44,172.224.110.11,37,23910
192.168.130.44,172.224.180.10,37,23910
192.168.130.44,172.224.110.15,37,23910
192.168.130.44,172.224.110.20,37,23910
192.168.33.247,172.224.180.137,37,23894
192.168.33.247,172.224.180.7,37,23894
192.168.33.247,172.224.180.4,37,23894
192.168.33.247,172.224.180.3,37,23894
192.168.159.254,192.168.129.248,86,23717
192.168.129.69,172.224.111.14,17,23664
192.168.128.220,17.248.167.57,17,23664
23.62.20.98,192.168.128.16,45,23655
192.168.128.16,23.51.14.177,201,23640
192.168.130.224,151.101.67.6,64,23616
192.168.63.254,192.168.34.57,66,23562
192.168.128.16,182.161.74.19,79,23454
18.140.18.123,192.168.128.16,37,23260
192.168.33.247,172.224.110.12,27,23114
13.112.141.181,192.168.128.16,69,23068
147.92.184.151,192.168.128.16,60,23049
52.198.196.19,192.168.128.16,40,23009
192.168.130.196,192.168.159.254,67,22914
192.168.159.254,192.168.130.196,67,22914
192.168.128.16,142.251.42.170,44,22824
192.168.128.16,18.155.192.75,94,22604
192.168.63.254,192.168.33.120,66,22572
192.168.34.66,239.255.255.250,120,22560
147.92.191.92,192.168.128.16,51,22526
192.168.130.44,172.224.110.4,36,22518
192.168.128.16,3.115.53.205,88,22507
54.251.116.93,192.168.128.16,37,22450
52.193.218.111,192.168.128.16,70,22402
192.168.63.253,192.168.131.140,254,22286
192.168.129.69,172.224.180.131,16,22272
192.168.129.69,172.224.111.12,16,22272
192.168.129.69,172.224.110.16,16,22272
192.168.129.69,172.224.110.6,16,22272
192.168.129.69,172.224.180.4,16,22272
192.168.129.69,172.224.110.5,16,22272
192.168.159.254,192.168.129.69,65,22230
192.168.63.254,192.168.33.201,65,22230
172.217.26.226,192.168.128.16,51,22080
17.253.71.141,192.168.130.104,29,22037
192.168.128.16,13.112.141.181,60,21943
23.217.180.238,192.168.128.16,36,21906
192.168.33.201,192.168.63.254,65,21905
192.168.159.254,192.168.129.88,64,21888
17.8.139.6,192.168.128.220,48,21781
192.168.131.140,192.168.63.253,254,21742
192.168.128.16,142.250.194.142,46,21654
192.168.129.212,17.248.225.69,277,21606
192.168.129.69,192.168.159.254,63,21546
192.168.159.254,192.168.128.72,63,21546
192.168.33.115,224.0.0.251,164,21425
fe80::86e:f2ff:28cb:ffc0,ff02::2,317,21342
192.168.128.220,17.157.64.66,24,21320
23.62.21.155,192.168.128.16,32,21263
69.173.158.64,192.168.128.16,41,21184
23.35.100.27,192.168.128.16,47,21175
192.168.130.44,17.248.225.70,271,21138
192.168.130.192,17.156.192.7,270,21060
192.168.128.220,17.248.167.42,15,20880
192.168.128.16,216.239.38.223,47,20877
192.168.129.88,192.168.159.254,61,20862
8.8.8.8,192.168.128.220,38,20756
192.168.128.16,182.161.74.14,66,20714
192.168.131.140,192.168.159.254,59,20650
192.168.128.52,151.101.67.6,40,20580
192.168.128.52,151.101.131.6,40,20580
192.168.128.52,151.101.3.6,40,20580
192.168.128.52,151.101.195.6,40,20580
192.168.159.254,192.168.129.84,60,20520
192.168.34.66,192.168.63.254,60,20520
192.168.63.254,192.168.34.66,60,20520
192.168.131.192,17.248.225.70,262,20436
192.168.128.16,142.251.42.131,22,20428
216.239.38.223,192.168.128.16,41,20357
192.168.129.84,192.168.159.254,60,20280
192.168.159.254,192.168.131.140,59,20178
192.168.128.72,192.168.159.254,59,20178
192.168.128.16,13.113.0.9,62,20155
192.168.129.248,192.168.159.254,61,20130
151.101.64.84,192.168.128.16,36,20025
142.251.42.170,192.168.128.16,33,20004
fe80::84:1df8:ea7:98d,ff02::fb,166,19848
192.168.129.124,192.168.159.254,60,19800
192.168.128.3,192.168.255.255,195,19647
74.125.23.154,192.168.128.16,42,19645
192.168.33.120,64.233.189.109,273,19630
3.169.183.41,192.168.128.16,32,19501
192.168.33.120,192.168.63.254,57,19494
192.168.128.220,17.248.167.105,14,19488
192.168.128.16,23.52.128.70,33,19477
34.111.123.165,192.168.128.16,63,19473
192.168.128.16,18.173.121.68,79,19401
192.168.128.16,141.226.224.32,66,19377
192.168.129.173,17.248.225.65,246,19172
192.168.128.16,31.13.82.7,63,19117
192.168.128.16,108.138.246.13,81,19061
192.168.128.72,31.13.82.52,26,19052
192.168.128.16,147.92.184.151,72,18961
192.168.128.16,172.217.175.34,43,18819
23.51.14.162,192.168.128.16,22,18792
23.62.185.138,192.168.128.16,24,18779
192.168.128.16,108.138.245.118,28,18779
8.8.8.8,192.168.33.115,27,18750
8.8.4.4,192.168.33.115,27,18750
192.168.33.247,17.57.145.151,37,18570
192.168.128.16,182.161.74.48,60,18509
192.168.128.72,17.248.225.69,237,18486
192.168.159.254,192.168.131.16,54,18468
192.168.159.254,192.168.129.212,54,18468
172.67.163.20,192.168.128.16,51,18386
fe80::10b3:df1:3c5:fcc,ff02::fb,153,18360
192.168.128.72,172.224.110.16,33,18342
192.168.128.16,142.250.77.162,61,18277
192.168.128.72,17.248.225.68,234,18252
192.168.33.115,17.248.225.68,233,18174
182.161.74.14,192.168.128.16,56,18172
192.168.128.220,17.248.225.67,197,18169
192.168.33.120,17.248.225.67,231,18018
151.101.3.6,192.168.33.115,24,17989
192.168.130.224,34.117.67.69,16,17940
192.168.128.16,34.111.123.165,61,17904
::,ff02::16,160,17820
192.168.128.72,172.224.180.136,26,17796
192.168.128.72,172.224.111.16,26,17796
192.168.128.72,172.224.110.6,26,17796
192.168.128.72,172.224.110.19,26,17796
192.168.128.72,172.224.110.5,26,17796
192.168.128.72,172.224.111.7,26,17796
35.244.205.217,192.168.128.16,56,17776
192.168.128.16,151.101.1.91,79,17696
192.168.131.16,192.168.159.254,51,17442
192.168.129.212,192.168.159.254,51,17442
23.62.20.73,192.168.128.16,29,17410
182.22.25.124,192.168.128.16,23,17214
192.168.130.104,17.57.145.26,38,17152
192.168.128.16,69.173.158.64,55,17147
23.62.20.117,192.168.128.16,28,17102
47.130.6.21,192.168.128.16,34,17026
192.168.33.115,17.248.225.14,217,16926
192.168.128.220,17.8.139.6,42,16798
192.168.131.132,17.248.167.41,30,16794
192.168.129.69,172.224.180.5,12,16704
35.212.103.4,192.168.128.16,28,16694
192.168.131.132,17.248.167.90,28,16638
192.168.131.132,17.248.167.59,27,16560
52.223.2.229,192.168.128.16,36,16371
192.168.128.16,47.130.6.21,46,16288
192.168.128.160,151.101.3.6,28,16152
192.168.128.160,151.101.67.6,28,16152
18.176.207.71,192.168.128.16,44,16041
192.168.128.16,142.250.207.2,33,15917
108.138.246.8,192.168.128.16,32,15902
172.217.161.74,192.168.128.16,26,15863
192.168.63.254,192.168.33.184,48,15856
18.244.214.45,192.168.128.16,29,15851
192.168.33.120,17.57.155.39,224,15824
192.168.129.200,192.168.63.253,196,15680
57.155.120.218,192.168.128.16,28,15600
192.168.128.16,3.169.183.128,45,15577
180.222.119.247,192.168.128.16,25,15573
192.168.128.16,104.21.34.165,92,15550
182.22.25.252,192.168.128.16,24,15530
13.113.0.9,192.168.128.16,67,15511
192.168.33.120,17.248.225.68,198,15444
104.17.111.223,192.168.128.16,25,15425
192.168.131.132,17.248.167.88,29,15402
192.168.128.16,54.150.150.157,49,15399
192.168.129.212,17.248.225.70,197,15366
35.72.86.201,192.168.128.16,43,15341
35.78.134.177,192.168.128.16,55,15332
192.168.131.132,17.248.167.57,28,15324
192.168.131.132,17.248.167.74,28,15324
34.49.1.209,192.168.128.16,33,15252
192.168.128.16,182.22.16.123,193,15225
4.153.129.168,192.168.128.16,28,15172
192.168.128.16,65.8.180.82,63,15169
192.168.131.132,17.248.167.42,26,15168
192.168.131.132,17.248.167.103,26,15168
192.168.128.16,3.169.183.41,34,15158
fe80::18d4:133d:a5ae:9bcb,ff02::fb,125,15156
216.58.220.106,192.168.128.16,29,15111
23.62.20.114,192.168.128.16,54,14809
18.239.199.34,192.168.128.16,27,14795
3.169.183.7,192.168.128.16,27,14785
192.168.128.16,18.176.207.71,49,14769
192.168.128.160,151.101.131.6,25,14754
192.168.128.160,151.101.195.6,25,14754
18.173.121.87,192.168.128.16,27,14556
34.111.57.229,192.168.128.16,30,14477
192.168.129.173,224.0.0.251,144,14342
192.168.33.115,17.248.225.70,183,14274
192.168.128.16,74.125.23.154,51,14255
151.101.2.132,192.168.128.16,47,14139
23.54.60.36,192.168.128.16,19,14137
192.168.128.220,17.248.225.44,175,14113
34.192.193.237,192.168.128.16,26,14011
23.106.127.169,192.168.128.16,32,13951
192.168.128.16,142.251.42.130,40,13943
192.168.128.16,202.233.84.10,43,13915
192.168.128.16,151.101.1.44,78,13890
54.150.150.157,192.168.128.16,51,13888
192.168.128.16,34.49.1.209,33,13875
192.168.131.132,17.248.167.72,26,13854
192.168.131.132,17.248.167.73,26,13854
192.168.131.132,17.248.167.39,26,13854
192.168.128.52,224.0.0.251,138,13800
192.168.131.132,17.248.167.106,25,13776
192.168.131.132,17.248.167.105,25,13776
192.168.131.132,17.248.167.55,25,13776
133.237.108.90,192.168.128.16,35,13766
192.168.128.52,17.248.167.106,23,13620
192.168.128.220,17.248.225.65,173,13494
192.168.128.16,115.127.227.158,61,13395
192.168.128.16,162.159.140.229,46,13338
192.168.129.69,17.253.150.10,10,13304
192.168.130.224,31.13.82.52,30,13284
192.168.129.69,17.253.145.10,9,13262
192.168.128.220,17.248.225.70,170,13260
147.92.146.114,192.168.128.16,69,13237
192.168.128.16,172.66.0.227,47,13151
104.18.26.193,192.168.128.16,28,13118
192.168.129.200,172.224.111.7,16,13074
192.168.128.16,172.217.26.226,42,13050
52.11.127.249,192.168.128.16,23,12830
151.101.192.84,192.168.128.16,36,12794
192.168.128.220,108.139.10.31,74,12784
192.168.128.16,207.65.34.80,36,12781
192.168.129.212,172.224.180.9,29,12774
207.65.34.80,192.168.128.16,37,12751
fe80::14c3:77ea:d80e:9601,ff02::fb,105,12548
176.32.88.193,192.168.128.16,36,12514
192.168.129.69,172.217.26.226,19,12510
192.168.128.16,35.244.154.8,41,12490
192.168.129.69,142.251.42.206,19,12474
192.168.128.16,151.101.108.157,63,12471
192.168.128.16,35.72.86.201,42,12453
192.168.128.52,17.248.167.41,24,12384
192.168.128.52,17.248.167.84,24,12384
23.52.128.88,192.168.128.16,32,12327
192.168.130.104,224.0.0.251,121,12256
192.168.129.200,17.248.167.39,22,12228
192.168.129.200,17.248.167.102,22,12228
192.168.129.200,17.248.167.41,22,12228
192.168.129.200,17.248.167.106,22,12228
192.168.129.200,17.248.167.88,22,12228
192.168.129.200,17.248.167.103,22,12228
192.168.129.200,17.248.167.57,22,12228
192.168.129.200,17.248.167.74,22,12228
192.168.129.212,172.224.180.6,22,12228
192.168.129.212,172.224.180.3,22,12228
192.168.129.212,172.224.111.10,22,12228
192.168.129.212,172.224.110.7,22,12228
192.168.129.212,172.224.180.138,22,12228
192.168.129.212,172.224.180.5,22,12228
192.168.33.184,17.248.167.39,22,12228
192.168.128.52,17.248.167.58,22,12228
192.168.131.16,172.224.110.20,22,12228
192.168.131.132,157.240.209.63,16,12192
192.168.130.224,157.240.31.63,16,12192
192.168.130.224,57.144.150.192,16,12192
192.168.128.16,23.35.100.27,34,12107
162.159.140.229,192.168.128.16,49,12095
