source,dest,packets,traffic_in_bytes
192.168.131.192,17.248.225.66,96,7488
192.168.33.184,17.248.225.68,96,7488
fe80::86e:f2ff:28cb:ffc0,ff02::2,110,7476
192.168.129.40,49.102.153.239,97,7454
192.168.131.132,17.248.167.55,11,7428
192.168.131.16,17.253.69.207,95,7410
192.168.129.212,17.253.69.197,95,7410
192.168.129.40,49.102.153.240,96,7376
192.168.130.224,23.52.128.21,94,7332
192.168.131.16,17.253.71.147,94,7332
192.168.131.16,17.253.69.197,94,7332
192.168.63.254,192.168.33.184,23,7306
192.168.130.196,17.248.225.14,93,7254
192.168.131.172,49.102.153.239,92,7128
192.168.131.172,49.102.153.240,92,7128
192.168.129.212,17.253.69.195,91,7098
17.248.225.66,192.168.130.104,12,7080
192.168.33.184,17.248.225.69,90,7020
192.168.130.192,151.101.3.6,90,7020
192.168.130.192,151.101.67.6,90,7020
192.168.129.196,31.13.82.40,98,7014
192.168.129.212,17.253.69.200,90,7004
147.92.191.21,192.168.129.124,41,6997
192.168.130.44,17.248.167.57,22,6972
192.168.129.88,151.101.67.52,5,6960
192.168.33.120,17.248.167.86,5,6960
192.168.130.44,17.253.71.73,5,6960
192.168.130.44,17.253.145.10,5,6960
192.168.33.120,17.248.167.102,5,6960
192.168.130.44,17.253.71.125,5,6960
192.168.130.44,17.253.150.10,5,6960
192.168.33.120,17.248.167.70,5,6960
192.168.33.120,17.248.167.59,5,6960
192.168.130.196,17.248.167.89,5,6960
192.168.130.196,17.248.167.42,5,6960
192.168.130.196,17.248.167.91,5,6960
192.168.130.44,172.224.180.5,5,6960
192.168.129.212,17.248.167.39,5,6960
192.168.129.212,17.248.167.91,5,6960
192.168.129.212,17.248.167.72,5,6960
192.168.129.212,17.248.167.53,5,6960
192.168.33.247,17.248.167.43,5,6960
192.168.33.247,17.248.167.52,5,6960
192.168.33.247,17.248.167.57,5,6960
192.168.128.52,23.52.128.21,89,6942
192.168.128.52,23.52.128.17,89,6942
192.168.130.192,151.101.195.6,89,6942
192.168.128.72,17.253.69.207,89,6942
192.168.33.120,142.250.77.174,14,6912
192.168.128.72,157.240.31.35,14,6912
192.168.128.72,57.144.150.1,14,6912
192.168.130.192,151.101.131.6,88,6864
192.168.33.247,17.248.225.66,88,6848
192.168.129.212,192.168.159.254,20,6840
192.168.159.254,192.168.129.40,20,6840
192.168.129.212,17.248.167.105,20,6816
192.168.129.212,17.248.167.36,20,6816
192.168.129.212,17.248.167.43,20,6816
192.168.129.212,17.248.167.102,20,6816
192.168.33.247,23.217.68.33,41,6811
192.168.128.52,17.248.225.14,87,6770
192.168.131.192,8.8.4.4,88,6736
192.168.131.192,8.8.8.8,88,6736
192.168.129.212,8.8.4.4,88,6736
192.168.129.40,8.8.8.8,88,6736
192.168.129.40,8.8.4.4,88,6736
192.168.33.120,17.137.163.2,88,6736
192.168.130.196,17.253.69.204,86,6708
192.168.128.72,147.92.249.185,86,6692
17.248.167.53,192.168.130.104,15,6665
192.168.128.52,172.224.111.4,18,6660
192.168.128.52,172.224.111.7,18,6660
192.168.129.212,17.248.167.37,18,6660
192.168.129.212,17.248.167.70,18,6660
192.168.129.173,17.248.167.101,18,6660
216.58.220.106,192.168.129.124,12,6655
fe80::14c3:77ea:d80e:9601,ff02::fb,55,6633
147.92.146.129,192.168.129.124,20,6630
192.168.131.192,17.248.225.67,85,6630
192.168.131.16,17.253.69.205,85,6630
192.168.128.52,172.224.180.137,17,6582
192.168.129.212,17.248.167.103,17,6582
192.168.129.180,17.248.225.65,84,6552
192.168.129.180,17.253.71.145,84,6552
192.168.129.212,17.248.167.55,16,6504
192.168.129.40,192.168.159.254,19,6498
192.168.130.196,8.8.8.8,84,6488
192.168.130.196,8.8.4.4,84,6488
192.168.131.132,8.8.8.8,84,6488
192.168.131.132,8.8.4.4,84,6488
192.168.130.116,8.8.4.4,84,6488
192.168.130.116,8.8.8.8,84,6488
192.168.130.196,17.253.69.203,83,6474
192.168.128.72,23.192.46.138,83,6474
192.168.128.72,17.57.156.39,84,6456
fe80::84:1df8:ea7:98d,ff02::fb,54,6438
192.168.129.212,8.8.8.8,84,6424
192.168.129.212,17.248.225.65,82,6396
192.168.33.115,17.253.71.146,82,6396
192.168.128.72,23.192.46.178,82,6396
192.168.130.196,17.248.225.69,82,6396
17.57.145.151,192.168.33.184,23,6324
192.168.129.212,17.253.69.205,81,6318
192.168.130.196,17.253.69.205,81,6318
192.168.33.120,17.253.69.205,80,6240
192.168.130.224,57.182.229.142,80,6240
192.168.128.72,17.253.69.204,80,6240
192.168.130.224,17.248.167.75,12,6192
192.168.128.72,17.248.167.59,12,6192
192.168.128.72,17.253.69.208,79,6162
192.168.130.196,17.253.71.141,79,6162
fe80::880:903e:2c5b:e9e5,ff02::fb,46,6127
192.168.33.184,17.248.167.74,11,6114
192.168.33.184,17.248.167.36,11,6114
192.168.33.184,17.248.167.71,11,6114
192.168.33.184,17.248.167.37,11,6114
192.168.34.56,172.224.111.7,11,6114
192.168.34.56,172.224.110.16,11,6114
192.168.34.56,172.224.110.20,11,6114
192.168.34.56,172.224.180.10,11,6114
192.168.34.56,172.224.111.15,11,6114
192.168.34.56,172.224.110.7,11,6114
192.168.128.52,17.248.167.57,11,6114
192.168.128.52,172.224.110.10,11,6114
192.168.128.52,172.224.111.14,11,6114
192.168.130.208,172.224.111.14,11,6114
192.168.130.208,172.224.110.5,11,6114
192.168.130.208,172.224.111.15,11,6114
192.168.130.208,172.224.180.137,11,6114
192.168.130.208,172.224.180.6,11,6114
192.168.130.208,172.224.111.10,11,6114
192.168.129.212,172.224.110.15,11,6114
192.168.128.72,172.224.111.12,11,6114
192.168.128.72,172.224.111.15,11,6114
192.168.128.52,17.248.167.75,11,6114
192.168.128.52,17.248.167.39,11,6114
192.168.130.208,17.248.167.55,11,6114
192.168.129.40,17.248.167.100,11,6114
192.168.129.40,17.248.167.54,11,6114
192.168.129.40,17.248.167.84,11,6114
192.168.129.40,17.248.167.38,11,6114
192.168.130.208,172.224.111.7,11,6114
192.168.130.208,172.224.180.133,11,6114
192.168.130.208,172.224.110.6,11,6114
192.168.130.208,172.224.110.13,11,6114
192.168.130.208,17.248.167.106,11,6114
192.168.130.208,172.224.110.15,11,6114
192.168.128.52,172.224.180.133,11,6114
192.168.128.52,172.224.110.6,11,6114
192.168.128.52,172.224.180.135,11,6114
192.168.128.52,172.224.111.10,11,6114
192.168.128.52,172.224.180.131,11,6114
192.168.129.173,17.248.167.89,11,6114
192.168.129.173,17.248.167.75,11,6114
192.168.129.173,17.248.167.100,11,6114
192.168.128.72,17.248.167.100,11,6114
192.168.128.72,17.248.167.75,11,6114
192.168.128.72,17.248.167.58,11,6114
192.168.130.116,17.248.167.90,11,6114
192.168.130.116,17.248.167.107,11,6114
192.168.130.116,17.248.167.100,11,6114
192.168.130.116,17.248.167.89,11,6114
192.168.130.116,17.248.167.56,11,6114
192.168.130.116,17.248.167.75,11,6114
192.168.130.116,17.248.167.101,11,6114
192.168.130.116,17.248.167.58,11,6114
192.168.129.173,17.253.69.197,78,6084
192.168.129.212,17.253.69.203,78,6084
192.168.131.132,17.248.167.91,10,6036
192.168.130.44,17.253.69.205,77,6006
192.168.130.44,17.57.12.34,77,6006
192.168.33.247,17.253.71.140,77,6006
192.168.129.180,3.232.87.98,77,6006
192.168.129.69,17.248.225.69,77,5990
192.168.130.196,17.253.69.201,76,5928
192.168.130.196,52.220.188.161,77,5894
192.168.130.196,142.251.8.108,77,5894
192.168.130.196,142.251.8.109,77,5894
fe80::10b3:df1:3c5:fcc,ff02::16,57,5890
17.57.145.135,192.168.33.247,27,5878
192.168.33.120,17.253.69.198,75,5850
192.168.131.132,17.248.225.67,75,5850
192.168.128.72,17.57.156.25,76,5832
192.168.131.16,17.23.18.34,76,5832
192.168.33.120,17.253.69.207,74,5772
192.168.130.238,23.192.46.138,74,5772
192.168.130.196,17.248.225.64,74,5772
192.168.130.224,17.248.225.66,73,5694
192.168.130.196,17.248.225.29,73,5694
192.168.129.212,17.253.69.207,73,5678
192.168.130.208,172.224.110.9,5,5646
192.168.128.72,17.248.167.43,5,5646
192.168.130.196,17.253.69.200,72,5616
192.168.128.72,17.248.225.69,72,5616
192.168.131.16,17.253.71.133,72,5616
192.168.130.196,17.253.69.196,72,5616
192.168.129.69,172.224.180.7,4,5568
192.168.129.69,172.224.180.5,4,5568
192.168.33.184,17.248.167.39,4,5568
192.168.130.196,17.248.167.107,4,5568
192.168.130.196,17.248.167.53,4,5568
192.168.130.196,17.248.167.90,4,5568
192.168.130.196,17.248.167.56,4,5568
192.168.129.69,17.248.167.58,4,5568
192.168.129.69,17.248.167.103,4,5568
192.168.129.69,17.248.167.106,4,5568
192.168.129.88,172.224.180.131,4,5568
192.168.129.88,172.224.180.10,4,5568
192.168.129.69,17.248.167.74,4,5568
192.168.129.69,17.248.167.84,4,5568
192.168.129.69,17.248.167.71,4,5568
192.168.33.115,17.253.69.200,71,5538
192.168.131.16,17.137.162.3,72,5520
192.168.130.224,31.13.82.174,11,5514
192.168.130.224,57.144.150.34,11,5514
192.168.129.88,31.13.82.36,11,5514
192.168.129.88,57.144.150.1,11,5514
192.168.33.247,17.248.225.64,71,5490
192.168.159.254,192.168.128.52,16,5472
192.168.129.212,17.253.71.151,70,5460
192.168.130.44,17.253.69.201,70,5460
192.168.33.115,17.253.69.199,70,5460
192.168.129.69,17.57.172.4,70,5460
192.168.128.72,17.253.69.198,70,5460
192.168.129.180,3.212.190.79,70,5460
192.168.131.16,17.253.69.204,69,5382
192.168.131.16,17.253.71.146,69,5382
192.168.129.180,17.253.71.142,69,5382
192.168.33.115,104.18.38.233,36,5368
192.168.128.72,147.92.185.2,69,5366
192.168.128.72,147.92.146.138,69,5366
192.168.128.72,147.92.185.1,69,5366
192.168.128.72,147.92.146.129,69,5366
192.168.130.208,17.248.225.66,68,5304
192.168.131.16,17.253.69.200,68,5304
192.168.129.180,17.253.71.134,68,5304
192.168.63.254,192.168.33.247,17,5254
192.168.129.212,17.248.225.66,67,5226
192.168.33.115,17.253.71.136,67,5226
192.168.129.212,17.253.69.199,67,5226
192.168.130.116,17.248.225.44,67,5226
fe80::18d4:133d:a5ae:9bcb,ff02::fb,43,5160
192.168.130.192,17.248.225.70,66,5148
192.168.130.116,17.248.225.29,66,5148
17.57.145.132,192.168.130.104,18,5148
192.168.33.120,8.8.8.8,41,5142
192.168.130.44,192.168.159.254,15,5130
192.168.159.254,192.168.130.44,15,5130
192.168.63.254,192.168.34.56,15,5130
192.168.33.184,172.224.111.13,15,5112
192.168.33.120,17.253.71.147,65,5070
192.168.131.16,17.253.71.139,65,5070
192.168.33.247,17.253.71.150,65,5070
17.57.145.26,192.168.33.247,17,5062
192.168.129.212,17.253.69.198,65,5054
192.168.130.196,74.125.203.108,66,5052
192.168.129.69,17.57.155.39,66,5052
fe80::1033:ea9f:5050:e2de,ff02::fb,42,5040
fe80::1ca0:af5e:3ac4:9dbb,ff02::fb,42,5018
192.168.33.247,23.192.46.138,64,4992
192.168.33.247,23.192.46.178,64,4992
fe80::1844:2097:3257:9265,ff02::fb,41,4956
17.57.145.150,192.168.130.104,16,4915
192.168.129.212,106.153.247.40,63,4914
192.168.129.212,106.153.247.72,63,4914
192.168.34.56,17.248.225.29,63,4914
192.168.131.16,49.102.155.1,63,4914
192.168.131.16,17.253.69.203,63,4914
192.168.129.212,17.253.71.140,63,4898
17.188.182.4,192.168.33.115,7,4892
192.168.130.44,17.42.251.72,63,4882
17.57.145.27,192.168.33.247,15,4855
192.168.129.212,106.153.247.8,62,4836
192.168.130.196,17.253.71.135,62,4836
192.168.130.196,17.253.71.148,62,4836
192.168.130.196,17.253.71.147,62,4836
192.168.131.16,17.253.71.135,62,4836
192.168.130.196,17.253.69.202,62,4836
192.168.129.180,17.253.71.140,62,4836
192.168.34.56,224.0.0.251,53,4820
192.168.128.72,17.248.225.65,62,4820
192.168.130.44,17.42.251.69,62,4804
192.168.128.72,17.248.167.87,11,4800
192.168.159.254,192.168.129.173,14,4788
192.168.128.52,192.168.159.254,14,4788
147.92.185.2,192.168.129.124,13,4777
192.168.129.173,224.0.0.251,48,4758
192.168.34.56,17.248.225.44,61,4758
192.168.130.44,17.253.69.202,61,4758
192.168.33.247,17.253.69.200,61,4758
192.168.33.120,17.253.69.195,61,4758
192.168.130.208,17.248.225.68,61,4758
192.168.129.180,17.253.69.201,61,4758
192.168.33.247,17.248.225.68,61,4742
192.168.129.69,17.248.225.68,61,4726
192.168.130.208,172.224.180.7,10,4722
192.168.130.196,17.253.71.145,60,4680
192.168.128.72,17.253.71.137,60,4680
192.168.131.16,17.253.69.199,60,4680
192.168.130.196,17.253.69.195,60,4680
192.168.128.72,17.138.144.4,60,4680
192.168.129.248,142.250.194.131,72,4656
192.168.33.184,172.224.111.7,9,4644
192.168.33.184,172.224.110.18,9,4644
192.168.33.184,172.224.111.6,9,4644
192.168.33.184,172.224.110.20,9,4644
192.168.33.184,172.224.111.11,9,4644
192.168.34.56,172.224.111.14,9,4644
192.168.34.56,172.224.111.12,9,4644
192.168.128.52,172.224.110.18,9,4644
192.168.128.52,172.224.180.138,9,4644
192.168.130.208,172.224.110.12,9,4644
192.168.130.208,172.224.111.13,9,4644
192.168.130.208,172.224.110.14,9,4644
192.168.130.208,172.224.110.19,9,4644
192.168.131.132,17.248.167.42,9,4644
192.168.131.132,17.248.167.107,9,4644
192.168.130.208,17.248.167.73,9,4644
192.168.130.208,17.248.167.74,9,4644
192.168.130.208,17.248.167.41,9,4644
192.168.128.52,17.57.12.34,59,4602
192.168.129.212,17.253.71.141,59,4602
192.168.33.115,23.52.128.17,59,4602
192.168.33.115,23.52.128.21,59,4602
fe80::ca7:3c49:21f0:240f,ff02::fb,30,4584
192.168.33.184,172.224.110.5,8,4566
192.168.33.184,172.224.180.133,8,4566
192.168.130.224,224.0.0.251,45,4533
192.168.129.212,17.253.69.201,58,4524
192.168.33.115,23.52.128.139,58,4524
192.168.131.16,17.253.69.208,58,4524
192.168.33.120,17.253.69.200,58,4524
192.168.128.2,104.18.22.232,69,4462
192.168.130.104,17.248.167.90,14,4451
192.168.129.212,17.253.69.204,57,4446
192.168.33.115,23.52.128.132,57,4446
192.168.129.212,17.253.71.133,57,4446
192.168.128.2,104.18.23.232,68,4400
192.168.33.184,8.8.4.4,48,4374
192.168.129.173,17.253.69.202,56,4368
192.168.33.115,17.57.12.34,56,4368
192.168.130.224,17.253.71.136,56,4368
192.168.33.115,17.253.69.195,56,4368
192.168.130.196,17.253.71.139,56,4368
192.168.128.72,17.167.200.72,56,4368
192.168.129.180,98.88.138.249,56,4368
192.168.129.180,3.209.30.114,56,4368
192.168.129.40,17.248.225.67,56,4352
192.168.129.69,17.253.71.132,56,4352
192.168.33.247,17.248.225.65,56,4320
192.168.130.104,17.248.167.58,12,4318
fe80::14c3:77ea:d80e:9601,ff02::16,42,4300
192.168.33.115,17.253.69.208,55,4290
192.168.130.196,17.253.71.150,55,4290
192.168.130.196,17.253.71.151,55,4290
192.168.129.40,17.248.225.64,55,4290
192.168.130.196,17.253.71.138,55,4290
192.168.130.116,17.248.225.14,55,4290
192.168.129.180,17.253.71.135,55,4290
192.168.130.44,224.0.0.22,71,4260
192.168.130.208,172.224.180.9,4,4254
192.168.128.72,17.248.167.84,4,4254
192.168.129.124,147.92.146.129,24,4252
192.168.131.132,17.253.69.198,54,4212
192.168.130.196,74.125.203.109,55,4210
192.168.128.72,17.57.155.35,55,4210
192.168.129.173,17.111.103.20,55,4210
192.168.129.69,17.171.47.23,55,4210
192.168.129.88,17.248.167.71,3,4176
192.168.129.88,17.248.167.91,3,4176
192.168.129.69,172.224.111.5,3,4176
192.168.33.184,17.248.167.58,3,4176
192.168.33.120,17.248.167.56,3,4176
192.168.131.172,17.248.225.66,53,4134
192.168.128.72,17.253.69.199,53,4134
192.168.33.115,17.253.69.201,53,4134
192.168.129.88,17.248.225.69,53,4134
17.248.225.64,192.168.130.104,7,4130
17.248.225.65,192.168.130.104,7,4130
192.168.129.124,3.164.110.62,33,4120
192.168.128.72,17.253.69.200,53,4118
192.168.130.44,172.224.110.17,19,4110
192.168.129.173,17.23.18.34,53,4086
17.57.145.152,192.168.33.184,7,4084
17.57.145.132,192.168.33.120,7,4082
17.57.145.153,192.168.33.115,7,4082
17.57.145.25,192.168.33.120,7,4082
17.57.145.26,192.168.33.120,7,4082
17.57.145.136,192.168.33.184,7,4081
fe80::8ea:da35:77d2:f31c,ff02::fb,34,4080
192.168.34.56,17.248.225.66,52,4056
192.168.130.44,17.253.69.195,52,4056
192.168.130.208,17.248.225.69,51,3978
192.168.129.88,17.248.225.70,51,3978
192.168.130.208,17.248.225.70,51,3978
192.168.33.115,17.253.71.145,51,3978
192.168.33.115,17.253.71.131,51,3978
192.168.33.115,17.253.71.147,51,3978
192.168.129.180,17.253.69.196,51,3978
192.168.34.56,8.8.4.4,38,3974
192.168.33.184,8.8.8.8,38,3974
192.168.33.120,8.8.4.4,39,3952
192.168.33.115,17.253.69.205,50,3900
192.168.129.69,17.253.69.203,50,3900
192.168.130.44,17.33.203.39,50,3884
192.168.128.72,17.253.69.206,49,3822
192.168.130.44,17.253.69.196,49,3822
192.168.130.44,17.253.71.134,49,3822
192.168.129.173,17.56.12.226,49,3822
192.168.129.88,17.248.225.67,49,3822
192.168.131.16,17.138.222.129,49,3822
192.168.129.180,54.211.32.144,49,3822
fe80::1cb4:f1f7:c2fe:5f22,ff02::fb,31,3814
fe80::187b:419a:d069:4877,ff02::fb,29,3771
192.168.129.173,192.168.159.254,11,3762
192.168.33.115,17.57.145.138,32,3759
192.168.130.192,224.0.0.251,34,3757
192.168.128.72,17.138.176.4,48,3744
192.168.129.173,17.253.69.201,48,3744
192.168.130.238,23.34.99.220,48,3744
192.168.33.120,17.253.71.133,48,3744
192.168.33.247,17.253.71.147,48,3744
192.168.129.88,23.217.68.33,48,3744
192.168.129.173,17.167.200.72,48,3744
192.168.130.104,224.0.0.251,37,3700
192.168.129.173,17.253.69.199,47,3666
192.168.130.44,17.253.71.138,47,3666
192.168.33.115,17.253.71.143,47,3666
192.168.130.44,17.253.71.132,47,3666
192.168.128.52,17.248.225.64,47,3666
192.168.130.44,17.253.71.133,47,3666
192.168.129.173,17.253.69.203,47,3666
192.168.129.212,17.253.71.138,47,3666
192.168.131.16,17.253.71.152,47,3666
192.168.130.44,17.156.192.7,47,3666
192.168.130.224,17.253.69.195,46,3588
192.168.130.44,17.56.9.32,46,3588
192.168.130.192,17.253.69.196,46,3572
142.250.194.131,192.168.129.248,48,3552
10.4.33.184,192.168.33.184,6,3540
192.168.130.44,17.253.71.139,45,3510
192.168.129.69,17.253.69.204,45,3510
192.168.33.120,17.253.71.145,45,3510
192.168.130.44,17.57.155.35,45,3494
192.168.129.69,17.248.225.64,45,3494
192.168.129.180,17.253.69.200,45,3494
192.168.33.120,17.248.167.103,11,3486
192.168.33.115,17.253.71.150,44,3432
192.168.130.44,17.253.71.148,44,3432
192.168.130.238,23.192.46.130,44,3432
192.168.129.88,17.248.225.68,44,3432
192.168.129.173,17.248.167.57,10,3408
192.168.128.160,224.0.0.251,38,3400
192.168.129.212,224.0.0.251,31,3385
192.168.131.16,18.139.169.112,44,3368
192.168.130.208,108.177.125.108,44,3368
192.168.130.208,108.177.125.109,44,3368
192.168.131.16,52.220.188.161,44,3368
192.168.129.180,17.137.162.3,44,3368
fe80::14b9:1182:e224:de05,ff02::fb,28,3360
192.168.130.44,17.253.69.203,43,3354
192.168.33.120,17.253.71.139,43,3354
192.168.129.69,17.253.69.206,43,3354
192.168.130.208,17.248.225.64,43,3354
192.168.130.116,17.248.225.67,43,3354
192.168.129.40,74.125.203.108,43,3306
192.168.129.40,74.125.203.109,43,3306
192.168.129.69,17.57.152.32,43,3306
192.168.129.212,17.171.47.23,43,3306
192.168.129.40,142.251.170.108,43,3306
192.168.129.40,142.251.170.109,43,3306
192.168.130.208,224.0.0.251,33,3278
192.168.129.173,17.57.172.4,42,3276
192.168.130.44,17.253.71.147,42,3276
192.168.130.224,17.248.225.67,42,3276
192.168.129.69,17.253.69.196,42,3276
192.168.130.238,44.209.114.137,42,3276
192.168.130.238,54.165.186.178,42,3276
192.168.130.238,3.227.117.221,42,3276
192.168.130.238,34.206.148.87,42,3276
192.168.130.238,54.85.206.200,42,3276
192.168.130.238,44.214.86.79,42,3276
192.168.130.238,18.235.95.61,42,3276
192.168.130.238,18.214.177.77,42,3276
192.168.130.44,17.253.69.198,42,3276
192.168.130.224,17.57.12.16,42,3276
192.168.130.224,17.57.12.243,42,3276
192.168.129.180,54.84.121.57,42,3276
192.168.129.180,3.217.171.52,42,3276
192.168.129.180,107.22.216.103,42,3276
192.168.129.180,52.71.182.210,42,3276
192.168.129.180,23.22.74.28,42,3276
192.168.129.180,3.229.73.70,42,3276
192.168.129.180,98.89.192.24,42,3276
192.168.129.180,44.217.163.23,42,3276
192.168.129.180,44.207.95.87,42,3276
192.168.129.180,44.218.192.56,42,3276
192.168.129.180,44.211.14.43,42,3276
192.168.129.212,17.137.162.3,42,3244
192.168.33.247,8.8.4.4,42,3244
192.168.33.115,17.57.145.26,25,3231
192.168.129.212,17.111.103.20,42,3212
192.168.128.72,17.253.71.151,41,3198
192.168.33.115,17.253.71.151,41,3198
192.168.129.180,17.253.71.144,41,3198
17.248.167.90,192.168.130.104,11,3184
17.248.167.58,192.168.130.104,11,3184
192.168.128.72,17.253.69.195,41,3182
192.168.130.224,172.224.111.7,7,3174
192.168.131.172,17.57.152.35,41,3150
192.168.33.184,23.217.68.33,34,3143
192.168.130.196,18.178.233.21,40,3140
192.168.130.104,17.253.71.133,14,3135
192.168.33.247,17.253.69.207,40,3120
192.168.130.44,23.192.46.130,40,3120
192.168.130.208,74.125.203.108,40,3120
192.168.130.208,74.125.203.109,40,3120
192.168.131.172,17.253.69.208,40,3120
192.168.130.196,23.55.208.216,40,3120
192.168.128.52,17.253.69.201,40,3120
192.168.130.196,17.253.69.197,40,3120
192.168.128.72,17.253.69.197,40,3120
192.168.33.120,17.253.69.201,40,3120
192.168.129.212,17.253.71.147,40,3120
192.168.131.16,17.253.69.198,40,3120
192.168.129.212,17.253.71.145,40,3120
192.168.128.72,17.253.71.152,40,3120
192.168.33.120,17.253.71.140,40,3120
192.168.130.196,17.253.71.132,40,3120
192.168.33.120,17.253.71.148,40,3120
192.168.130.116,17.253.71.136,40,3120
192.168.33.120,17.253.69.204,40,3120
192.168.130.208,142.251.170.108,40,3120
192.168.130.208,142.251.170.109,40,3120
192.168.129.180,17.253.71.152,40,3120
192.168.33.247,17.253.69.196,40,3120
192.168.129.180,17.179.252.2,40,3120
192.168.131.192,224.0.0.251,35,3118
192.168.130.208,17.253.69.200,40,3104
192.168.33.184,192.168.63.254,9,3078
192.168.33.247,224.0.0.251,23,3065
192.168.33.247,17.253.71.143,39,3042
192.168.128.72,17.138.222.129,39,3042
192.168.130.44,17.253.71.143,39,3042
192.168.128.72,17.253.69.201,39,3042
192.168.128.72,17.253.71.140,39,3042
192.168.129.212,17.253.71.152,39,3042
192.168.131.132,17.253.69.205,39,3042
192.168.33.120,17.253.69.197,39,3042
192.168.130.116,13.219.187.152,39,3042
192.168.130.116,52.1.98.92,39,3042
192.168.130.116,52.7.215.96,39,3042
192.168.130.196,17.253.71.144,39,3042
fe80::10b3:df1:3c5:fcc,ff02::2,45,3030
192.168.131.172,17.248.225.67,39,3026
192.168.129.69,17.253.69.201,39,3026
192.168.128.160,172.224.110.19,5,3018
192.168.128.160,172.224.180.3,5,3018
192.168.128.160,172.224.180.7,5,3018
192.168.128.160,172.224.180.132,5,3018
192.168.128.160,172.224.110.18,5,3018
192.168.128.160,172.224.111.7,5,3018
fe80::880:903e:2c5b:e9e5,ff02::16,30,2980
192.168.33.120,17.253.69.199,38,2964
192.168.33.120,17.253.71.150,38,2964
192.168.130.44,17.253.69.208,38,2964
192.168.130.44,17.253.71.136,38,2964
192.168.33.115,17.253.71.152,38,2964
192.168.130.192,17.253.69.204,38,2964
192.168.130.192,17.253.69.201,38,2964
192.168.129.69,17.253.69.198,38,2964
192.168.130.116,18.207.55.189,38,2964
192.168.130.116,3.234.65.156,38,2964
192.168.130.116,23.23.194.168,38,2964
192.168.130.116,52.54.155.95,38,2964
192.168.129.180,17.253.71.132,38,2964
192.168.33.184,17.248.225.70,38,2948
192.168.129.69,17.42.251.72,38,2948
192.168.129.69,17.42.251.69,38,2948
192.168.128.160,172.224.180.135,4,2940
192.168.128.160,172.224.180.9,4,2940
192.168.128.160,172.224.110.14,4,2940
192.168.128.160,172.224.111.8,4,2940
192.168.128.160,172.224.110.8,4,2940
192.168.128.160,172.224.111.6,4,2940
192.168.130.224,172.224.110.13,4,2940
192.168.130.224,172.224.180.6,4,2940
192.168.130.224,172.224.111.6,4,2940
192.168.129.173,23.52.128.21,37,2886
192.168.33.247,17.253.69.206,37,2886
192.168.128.52,17.253.69.202,37,2886
192.168.128.52,17.253.69.197,37,2886
192.168.130.44,17.253.69.207,37,2886
192.168.33.115,17.253.71.140,37,2886
192.168.129.212,17.253.71.131,37,2886
192.168.33.115,17.253.69.203,37,2886
192.168.130.192,17.253.69.207,37,2886
192.168.130.44,17.253.69.204,37,2886
192.168.129.212,17.138.222.129,37,2886
192.168.129.173,17.253.69.198,37,2886
192.168.130.116,17.248.225.69,37,2886
192.168.130.116,54.243.40.134,37,2886
fe80::84:1df8:ea7:98d,ff02::16,29,2870
192.168.130.224,17.253.69.207,36,2808
192.168.129.173,23.52.128.17,36,2808
192.168.130.44,17.253.69.206,36,2808
192.168.129.40,17.248.225.66,36,2808
192.168.129.40,49.102.155.1,36,2808
192.168.128.160,8.8.4.4,36,2808
192.168.128.160,8.8.8.8,36,2808
192.168.129.69,17.248.225.66,36,2808
192.168.130.116,17.248.225.68,36,2808
192.168.130.116,17.248.225.64,36,2808
192.168.130.224,17.57.12.242,36,2808
192.168.128.52,17.111.103.20,36,2792
192.168.129.88,17.248.167.40,2,2784
192.168.129.88,172.224.180.6,2,2784
192.168.130.238,224.0.0.251,28,2778
192.168.130.104,17.188.178.34,13,2743
192.168.34.56,192.168.63.254,8,2736
192.168.129.173,17.253.69.196,35,2730
192.168.131.172,17.253.69.201,35,2730
192.168.34.56,17.248.225.70,35,2730
192.168.34.56,17.248.225.68,35,2730
192.168.129.212,17.36.206.7,35,2730
192.168.130.238,23.21.189.174,35,2730
192.168.33.120,17.253.71.149,35,2730
192.168.130.196,17.56.12.41,35,2730
fe80::14c3:77ea:d80e:9601,ff02::2,40,2720
192.168.130.208,17.253.71.139,35,2714
fe80::1033:ea9f:5050:e2de,ff02::16,27,2690
192.168.129.124,18.65.185.29,26,2663
192.168.33.120,17.253.69.196,34,2652
192.168.33.115,17.253.71.132,34,2652
192.168.130.192,17.253.69.198,34,2652
192.168.33.115,23.217.70.135,34,2652
192.168.129.69,17.253.71.137,34,2652
192.168.130.44,17.253.71.150,34,2652
17.188.143.189,192.168.130.104,6,2631
192.168.130.224,17.253.71.145,33,2574
192.168.129.173,17.253.71.143,33,2574
192.168.130.44,17.253.71.145,33,2574
192.168.33.120,17.253.71.136,33,2574
192.168.131.172,17.57.152.32,33,2526
192.168.33.115,57.182.229.142,33,2526
192.168.130.196,18.139.169.112,33,2526
192.168.33.120,17.156.192.7,33,2526
192.168.129.173,17.8.139.6,33,2526
192.168.129.69,17.57.156.25,33,2526
192.168.129.180,17.171.47.23,33,2526
192.168.33.115,17.253.71.148,32,2496
192.168.130.192,17.253.69.197,32,2496
192.168.130.196,23.192.46.178,32,2496
192.168.129.212,17.57.163.32,32,2496
192.168.129.212,17.57.163.33,32,2496
fe80::1443:21e7:6a9a:9015,ff02::16,24,2480
