source,dest,packets,traffic_in_bytes
192.168.129.88,172.224.110.7,21,29232
192.168.129.69,172.224.180.9,21,29232
192.168.131.132,17.248.225.44,374,29172
192.168.131.16,172.224.110.4,53,29100
192.168.33.184,17.248.167.52,51,28944
192.168.33.184,17.248.167.41,51,28944
192.168.33.184,17.248.167.87,50,28866
192.168.33.184,17.248.167.103,50,28866
192.168.33.184,17.248.167.102,49,28788
192.168.130.224,172.224.111.8,49,28788
192.168.131.192,17.248.225.68,369,28782
192.168.33.247,17.248.167.58,31,28682
192.168.128.72,216.58.220.138,69,28662
192.168.128.72,142.251.42.138,69,28662
192.168.130.44,172.224.111.14,81,28656
192.168.33.184,17.248.167.40,47,28632
192.168.130.104,8.8.8.8,135,28494
192.168.128.52,8.8.4.4,364,28264
192.168.128.52,8.8.8.8,364,28264
192.168.130.224,17.248.225.14,361,28158
192.168.130.116,172.224.180.3,56,28020
192.168.130.116,172.224.110.11,55,27942
31.13.82.40,192.168.129.248,77,27889
192.168.129.88,172.224.111.10,20,27840
192.168.129.88,172.224.110.11,20,27840
192.168.129.69,172.224.180.3,20,27840
192.168.129.69,172.224.180.137,20,27840
192.168.129.69,172.224.110.20,20,27840
192.168.129.88,172.224.180.7,20,27840
192.168.129.69,172.224.110.18,20,27840
192.168.129.69,172.224.180.136,20,27840
192.168.129.88,172.224.180.3,20,27840
192.168.129.173,17.248.167.106,53,27786
192.168.131.16,17.248.167.100,36,27774
192.168.129.212,17.248.167.104,51,27630
192.168.128.52,17.248.167.73,49,27474
192.168.130.224,17.248.167.40,46,27240
192.168.129.173,17.248.225.66,348,27128
192.168.33.115,151.101.67.6,74,26994
192.168.130.224,17.248.225.44,346,26988
fe80::86e:f2ff:28cb:ffc0,ff02::fb,222,26900
17.248.225.69,192.168.130.104,47,26793
192.168.130.224,17.248.225.29,342,26676
192.168.130.44,172.224.110.19,54,26550
17.253.69.195,192.168.130.104,42,26489
192.168.130.44,172.224.110.9,70,26484
192.168.130.192,17.248.225.65,340,26472
192.168.129.88,172.224.110.20,19,26448
192.168.129.88,172.224.110.4,19,26448
192.168.128.52,17.248.167.106,51,26316
192.168.63.253,192.168.129.24,335,26306
192.168.63.253,192.168.130.76,326,26260
192.168.130.192,17.248.225.68,337,26238
192.168.130.116,172.224.110.12,50,26238
192.168.131.192,17.248.225.69,336,26208
192.168.130.208,17.248.167.89,49,26160
192.168.129.212,17.248.167.41,47,26004
192.168.129.212,17.248.167.88,47,26004
192.168.130.192,17.57.155.35,339,25962
192.168.130.224,172.224.180.136,46,25926
192.168.130.224,172.224.180.138,46,25926
192.168.130.44,172.224.111.5,61,25782
192.168.128.52,17.248.167.58,57,25470
192.168.130.192,17.42.251.69,332,25416
17.252.196.22,192.168.33.115,47,25395
192.168.131.16,17.248.225.65,325,25350
192.168.130.44,172.224.110.20,53,25158
192.168.129.212,172.224.111.15,52,25080
192.168.130.116,172.224.110.6,52,25080
192.168.130.116,172.224.110.9,52,25080
192.168.130.196,151.101.195.6,39,25062
192.168.129.88,172.224.111.16,18,25056
192.168.33.115,151.101.3.6,63,24948
192.168.128.72,31.13.82.52,39,24930
192.168.130.116,172.224.111.8,50,24924
192.168.131.16,17.248.225.69,319,24882
192.168.63.253,192.168.131.140,236,24810
192.168.130.44,172.224.180.9,45,24534
192.168.128.52,17.248.167.101,44,24456
192.168.128.52,17.248.167.42,44,24456
192.168.129.212,172.224.180.3,44,24456
192.168.130.224,172.224.110.18,44,24456
192.168.128.72,172.224.111.14,44,24456
192.168.128.72,172.224.110.17,44,24456
192.168.130.224,17.248.167.42,44,24456
192.168.130.208,17.248.167.53,44,24456
192.168.128.52,17.248.167.91,44,24456
192.168.130.224,17.248.167.100,44,24456
192.168.128.52,17.248.167.72,44,24456
192.168.131.16,172.224.180.133,44,24456
192.168.129.40,172.224.110.8,44,24456
192.168.129.40,172.224.110.16,44,24456
192.168.129.40,172.224.180.7,44,24456
192.168.129.40,172.224.110.5,44,24456
192.168.129.40,172.224.111.7,44,24456
192.168.129.40,172.224.111.8,44,24456
192.168.129.40,172.224.110.10,44,24456
192.168.129.40,172.224.180.131,44,24456
192.168.129.40,172.224.111.12,44,24456
192.168.129.40,172.224.180.133,44,24456
192.168.131.172,17.248.225.14,313,24414
192.168.130.224,172.224.110.15,43,24378
192.168.128.52,172.224.180.8,43,24378
192.168.128.52,17.248.167.71,43,24378
192.168.131.132,17.248.225.29,311,24258
192.168.130.44,172.224.111.10,41,24222
192.168.33.184,17.248.167.105,39,24066
192.168.130.116,192.168.63.253,286,24056
192.168.33.120,17.248.225.66,307,23946
192.168.128.72,172.224.110.14,37,23910
192.168.128.72,172.224.110.19,37,23910
151.101.131.6,192.168.33.115,30,23832
192.168.128.72,17.248.225.67,304,23712
192.168.129.212,17.248.225.70,303,23634
192.168.129.212,17.248.167.101,49,23532
192.168.131.16,17.248.225.68,301,23478
192.168.129.173,17.248.225.70,300,23400
192.168.63.253,192.168.129.184,295,23348
192.168.33.247,17.248.225.29,300,23336
192.168.129.212,17.248.225.64,299,23322
192.168.130.224,172.224.111.4,46,23298
192.168.128.72,17.248.167.107,29,23286
192.168.130.208,151.101.3.6,44,23220
192.168.130.208,151.101.67.6,44,23220
192.168.130.208,151.101.131.6,44,23220
192.168.130.208,151.101.195.6,44,23220
192.168.130.224,172.224.180.132,45,23220
192.168.33.115,8.8.8.8,223,23072
192.168.129.40,172.224.111.16,43,23064
192.168.130.224,172.224.110.20,42,22986
192.168.130.224,17.248.167.54,42,22986
192.168.129.40,172.224.180.6,42,22986
192.168.130.44,172.224.110.6,58,22920
192.168.130.224,172.224.110.14,41,22908
192.168.129.40,17.248.225.44,293,22838
192.168.131.132,192.168.63.253,282,22758
192.168.130.44,172.224.110.12,55,22686
192.168.63.253,192.168.130.0,290,22464
192.168.128.72,17.248.225.66,288,22464
192.168.128.72,142.250.207.42,64,22452
192.168.130.44,172.224.111.7,35,22440
192.168.128.72,142.250.207.10,63,22374
192.168.128.72,142.250.196.106,63,22374
192.168.128.72,172.217.175.234,63,22374
192.168.129.212,17.248.167.107,34,22362
192.168.129.69,17.248.167.105,16,22272
192.168.129.69,17.248.167.68,16,22272
192.168.129.69,172.224.110.6,16,22272
192.168.129.69,172.224.111.13,16,22272
192.168.129.69,172.224.180.134,16,22272
192.168.129.88,172.224.110.8,16,22272
192.168.129.40,17.248.225.29,285,22214
192.168.131.16,17.248.167.58,31,22128
192.168.130.208,17.248.167.43,47,22062
192.168.130.224,17.248.167.71,46,21984
192.168.130.116,172.224.110.10,46,21984
192.168.130.116,172.224.111.13,46,21984
192.168.128.52,172.224.110.9,45,21906
192.168.130.224,17.248.167.101,45,21906
192.168.130.208,17.248.167.88,44,21828
192.168.128.52,17.248.167.41,44,21828
18.65.185.29,192.168.129.124,23,21729
192.168.130.44,224.0.0.251,217,21612
192.168.128.72,216.58.220.106,53,21594
192.168.130.224,172.224.180.7,41,21594
192.168.129.124,142.250.194.106,62,21549
192.168.130.224,17.248.225.69,276,21528
192.168.129.173,57.144.150.34,37,21510
192.168.131.132,17.248.225.69,274,21372
192.168.130.104,8.8.4.4,77,21364
192.168.130.208,17.248.167.42,38,21360
192.168.130.224,172.224.111.14,38,21360
192.168.33.115,8.8.4.4,203,21290
192.168.129.173,17.248.167.107,37,21282
192.168.131.16,17.248.167.101,37,21282
192.168.130.192,17.42.251.72,272,21216
192.168.130.192,17.57.156.39,270,21060
192.168.128.72,142.250.194.106,45,20970
192.168.128.72,172.217.174.106,45,20970
192.168.129.88,172.224.111.15,15,20880
192.168.129.69,172.224.180.138,15,20880
192.168.129.212,17.248.167.58,30,20736
192.168.129.212,17.248.167.52,46,20670
192.168.129.212,17.248.167.40,45,20592
192.168.130.44,172.224.110.5,44,20514
192.168.128.72,17.248.225.14,263,20514
192.168.131.16,17.248.167.103,57,20214
192.168.128.52,17.248.167.70,39,20124
104.18.38.233,192.168.33.115,32,20044
192.168.130.104,17.57.145.149,42,20037
192.168.131.132,17.248.167.89,37,19968
192.168.131.140,192.168.63.253,236,19858
192.168.33.247,17.248.225.44,255,19858
192.168.128.52,17.248.167.74,35,19812
192.168.33.115,151.101.131.6,32,19676
192.168.129.69,17.248.167.87,14,19488
192.168.129.173,172.224.180.10,47,19434
192.168.129.173,172.224.180.6,47,19434
192.168.130.224,17.248.225.65,248,19344
192.168.131.172,151.101.3.6,39,19338
192.168.131.172,151.101.67.6,39,19338
192.168.130.104,17.248.225.29,16,19224
192.168.130.104,17.248.225.66,16,19224
192.168.130.116,172.224.180.133,44,19200
192.168.130.116,172.224.180.10,44,19200
192.168.131.16,172.224.180.4,27,19188
192.168.131.16,172.224.180.9,27,19188
8.8.8.8,192.168.33.247,32,19080
192.168.130.44,172.224.111.16,41,18966
192.168.129.212,172.224.110.14,40,18888
192.168.130.208,17.248.167.72,40,18888
192.168.129.173,172.224.111.7,40,18888
192.168.128.72,172.224.180.8,40,18888
192.168.128.72,17.248.167.71,19,18564
192.168.128.72,142.250.207.3,133,18522
192.168.129.212,172.224.110.9,34,18420
192.168.128.72,17.248.167.69,34,18420
192.168.33.115,142.250.196.131,236,18408
192.168.129.212,17.248.167.42,33,18342
192.168.129.212,172.224.111.5,33,18342
192.168.129.212,172.224.111.8,33,18342
192.168.128.72,172.224.180.10,33,18342
192.168.129.173,172.224.110.15,33,18342
192.168.129.173,172.224.111.8,33,18342
192.168.128.72,172.224.180.5,33,18342
192.168.131.16,172.224.180.131,33,18342
192.168.128.72,172.224.110.10,33,18342
192.168.128.72,172.224.110.6,33,18342
192.168.130.208,17.248.167.36,33,18342
192.168.131.16,172.224.111.7,33,18342
192.168.131.16,172.224.110.13,33,18342
192.168.128.52,172.224.180.9,33,18342
192.168.130.44,172.224.111.9,33,18342
192.168.33.247,172.224.110.10,33,18326
192.168.129.124,142.250.207.42,40,18282
192.168.128.52,17.248.167.38,32,18264
192.168.131.132,17.248.225.65,234,18252
192.168.131.16,17.248.167.86,48,18198
192.168.131.132,17.248.167.72,31,18186
151.101.195.6,192.168.33.115,25,18055
192.168.131.172,151.101.131.6,37,18018
192.168.131.172,151.101.195.6,37,18018
192.168.33.115,216.239.32.29,230,17940
192.168.129.173,172.224.180.133,26,17796
192.168.129.173,172.224.110.17,26,17796
192.168.129.173,172.224.180.5,26,17796
192.168.131.132,17.248.167.85,26,17796
192.168.131.132,17.248.167.87,26,17796
192.168.131.132,17.248.167.103,26,17796
192.168.131.132,17.248.167.106,26,17796
192.168.129.212,17.248.167.106,26,17796
192.168.130.44,17.248.225.66,228,17784
192.168.130.44,49.102.155.1,226,17628
192.168.130.44,172.224.180.135,40,17574
192.168.129.180,17.248.225.69,224,17456
192.168.129.196,57.144.124.3,21,17400
192.168.130.44,172.224.180.8,37,17340
192.168.129.212,17.248.225.69,221,17238
192.168.130.196,182.248.170.225,223,17186
192.168.130.44,172.224.110.15,35,17184
192.168.131.132,17.248.225.68,220,17160
192.168.33.115,151.101.195.6,28,17036
192.168.129.212,17.248.167.86,31,16872
192.168.128.52,172.224.110.15,31,16872
192.168.128.72,17.248.167.74,14,16860
192.168.129.40,17.248.225.14,216,16832
192.168.131.16,172.224.111.15,30,16794
192.168.128.72,17.248.167.90,30,16794
192.168.129.69,17.248.167.70,12,16704
192.168.129.69,17.248.167.102,12,16704
192.168.129.69,17.248.167.59,12,16704
192.168.129.69,17.248.167.86,12,16704
192.168.129.69,17.248.167.40,12,16704
192.168.129.69,172.224.111.12,12,16704
192.168.129.69,172.224.110.14,12,16704
192.168.129.69,172.224.110.10,12,16704
192.168.130.44,23.52.128.21,213,16614
192.168.130.44,23.52.128.17,213,16614
192.168.129.88,17.248.225.44,213,16614
192.168.131.132,172.224.110.16,24,16326
192.168.131.132,172.224.110.12,24,16326
192.168.131.132,172.224.180.8,24,16326
192.168.131.132,172.224.111.14,24,16326
192.168.33.247,17.248.225.14,210,16316
192.168.131.132,172.224.180.7,23,16248
192.168.33.120,17.248.225.70,208,16208
192.168.130.44,172.224.111.11,22,16170
192.168.130.104,17.57.145.132,26,16156
192.168.128.52,172.224.111.16,36,15948
3.164.110.62,192.168.129.124,25,15815
192.168.33.184,17.248.225.44,202,15740
192.168.130.44,17.248.225.69,201,15678
192.168.33.247,17.248.167.74,32,15604
192.168.130.44,17.248.225.67,200,15600
192.168.130.104,17.57.145.150,18,15569
192.168.129.180,162.159.196.64,30,15480
192.168.129.180,162.159.194.64,30,15480
192.168.129.180,172.64.68.64,30,15480
192.168.129.180,172.64.69.64,30,15480
192.168.128.72,172.217.175.42,49,15462
192.168.33.247,17.57.145.135,26,15459
192.168.129.212,17.248.167.87,29,15402
192.168.128.52,172.224.111.13,29,15402
192.168.128.52,172.224.111.12,29,15402
192.168.33.247,172.224.111.14,29,15402
192.168.128.72,142.250.77.170,48,15384
192.168.128.72,172.217.26.234,48,15384
192.168.130.208,17.248.167.101,27,15246
192.168.130.208,17.248.167.104,26,15168
192.168.129.212,17.248.225.68,192,14976
192.168.128.72,17.248.167.85,23,14934
192.168.131.132,172.224.110.14,22,14856
192.168.33.184,17.248.225.14,190,14804
192.168.130.104,192.168.63.253,186,14772
192.168.129.180,17.248.225.67,188,14664
192.168.129.69,17.248.225.29,188,14632
192.168.130.44,172.224.111.6,19,14622
192.168.128.72,172.217.31.138,38,14604
192.168.128.72,172.217.31.170,38,14604
192.168.130.104,17.248.225.64,11,14538
192.168.130.44,172.224.180.3,17,14466
192.168.130.44,172.224.110.18,33,14400
192.168.128.52,172.224.110.11,33,14400
192.168.129.88,17.248.225.14,184,14352
fe80::86e:f2ff:28cb:ffc0,ff02::16,146,14300
192.168.131.16,17.248.225.66,183,14274
192.168.130.44,172.224.180.7,48,14256
192.168.129.40,17.248.225.69,182,14196
192.168.63.253,192.168.129.124,120,14184
192.168.130.208,17.248.167.86,29,14088
192.168.33.184,17.248.225.29,180,14024
192.168.129.212,17.248.167.69,27,13932
192.168.33.120,17.248.167.68,10,13920
192.168.129.69,17.248.167.72,10,13920
192.168.129.69,17.248.167.43,10,13920
192.168.129.69,17.248.167.107,10,13920
17.57.145.138,192.168.33.115,24,13912
52.38.186.244,192.168.129.248,16,13848
17.57.145.26,192.168.33.115,23,13838
192.168.131.132,151.101.3.6,28,13824
192.168.131.132,151.101.67.6,28,13824
192.168.131.132,151.101.131.6,28,13824
192.168.131.132,151.101.195.6,28,13824
192.168.130.44,172.224.110.8,25,13776
192.168.129.69,17.248.225.44,177,13774
192.168.131.172,17.248.225.68,176,13728
192.168.129.212,17.248.167.84,24,13698
192.168.130.224,172.224.110.4,24,13698
192.168.129.173,17.248.167.56,24,13698
192.168.129.212,17.248.167.90,23,13620
192.168.129.173,8.8.4.4,176,13600
192.168.129.173,8.8.8.8,176,13600
192.168.130.44,17.248.225.65,173,13494
192.168.131.132,17.248.225.14,173,13494
192.168.130.116,151.101.3.6,173,13494
192.168.131.132,172.224.180.9,21,13464
192.168.130.116,151.101.131.6,172,13416
192.168.130.116,151.101.195.6,172,13416
192.168.130.116,151.101.67.6,172,13416
192.168.130.196,151.101.67.6,31,13410
192.168.131.132,172.224.180.131,20,13386
192.168.130.44,17.248.225.68,171,13338
192.168.128.52,17.248.167.36,36,13320
192.168.129.173,172.224.180.137,36,13320
192.168.33.247,172.224.180.5,19,13308
192.168.33.247,172.224.110.14,19,13308
142.250.207.42,192.168.129.124,41,13292
192.168.130.44,23.192.46.178,169,13182
192.168.130.238,17.248.225.64,169,13182
192.168.131.16,17.248.225.70,168,13104
17.57.12.34,192.168.130.104,27,13007
192.168.129.88,17.248.225.29,166,12948
192.168.33.184,17.57.145.151,29,12938
192.168.130.44,172.224.180.134,31,12930
192.168.129.248,31.13.82.40,100,12877
192.168.131.16,17.253.71.136,164,12792
192.168.34.56,17.57.145.152,28,12786
192.168.128.52,172.224.110.14,29,12774
192.168.130.224,17.248.167.104,29,12774
192.168.129.212,172.224.110.10,29,12774
192.168.130.238,17.248.225.68,163,12714
192.168.130.196,151.101.131.6,21,12666
192.168.130.196,151.101.3.6,21,12630
192.168.129.69,172.217.175.34,20,12552
17.57.145.149,192.168.130.104,42,12530
172.217.31.164,192.168.129.124,25,12424
192.168.129.212,17.248.167.54,24,12384
192.168.129.212,17.248.167.57,24,12384
192.168.130.238,17.248.225.66,158,12324
192.168.128.72,17.248.167.101,23,12306
192.168.130.104,17.248.225.65,10,12258
192.168.130.104,17.248.225.14,10,12258
17.253.71.133,192.168.130.104,24,12245
192.168.130.44,17.248.225.64,157,12230
192.168.130.208,17.248.167.87,22,12228
192.168.128.52,17.248.167.86,22,12228
192.168.129.212,172.224.110.11,22,12228
192.168.128.52,17.248.167.84,22,12228
192.168.130.208,172.224.180.135,22,12228
192.168.130.208,172.224.180.3,22,12228
192.168.128.52,17.248.167.55,22,12228
192.168.128.52,172.224.110.17,22,12228
192.168.128.52,172.224.111.6,22,12228
192.168.128.72,172.224.111.16,22,12228
192.168.129.40,172.224.180.136,22,12228
192.168.129.40,172.224.110.13,22,12228
192.168.129.40,172.224.180.132,22,12228
192.168.129.40,172.224.180.138,22,12228
192.168.129.212,172.224.111.13,22,12228
192.168.129.212,17.248.167.38,22,12228
192.168.129.212,17.248.167.75,22,12228
192.168.129.173,17.248.167.90,22,12228
192.168.131.16,172.224.180.134,22,12228
192.168.131.16,172.224.111.8,22,12228
192.168.128.72,17.248.167.68,22,12228
192.168.128.52,172.224.110.4,22,12228
192.168.128.52,172.224.110.12,22,12228
192.168.63.254,192.168.34.57,34,12138
192.168.159.254,192.168.129.248,40,12076
192.168.130.238,17.248.225.70,154,12012
192.168.130.44,172.224.110.13,36,12006
fe80::1443:21e7:6a9a:9015,ff02::fb,79,11994
192.168.129.180,17.248.225.66,154,11980
192.168.131.16,17.253.71.134,153,11934
192.168.33.247,172.224.110.13,18,11916
192.168.33.120,17.248.167.106,17,11838
192.168.128.72,17.248.167.56,17,11838
192.168.34.66,44.227.190.208,159,11766
192.168.159.254,192.168.129.124,41,11676
192.168.63.254,192.168.33.120,34,11628
192.168.63.254,192.168.33.201,34,11628
192.168.129.88,192.168.159.254,34,11628
192.168.159.254,192.168.129.88,34,11628
192.168.130.44,17.248.225.70,148,11544
192.168.130.44,23.192.46.138,147,11466
192.168.33.201,192.168.63.254,34,11458
192.168.33.115,17.248.225.66,146,11388
192.168.128.3,192.168.255.255,112,11283
192.168.34.66,239.255.255.250,60,11280
fe80::10b3:df1:3c5:fcc,ff02::fb,93,11160
192.168.129.212,17.253.69.202,143,11154
192.168.128.52,172.224.180.132,25,11148
192.168.128.72,17.248.167.37,8,11136
192.168.128.72,17.248.167.40,8,11136
192.168.128.72,17.248.167.91,8,11136
192.168.128.72,17.248.167.36,8,11136
192.168.129.88,17.248.167.107,8,11136
192.168.129.88,17.248.167.37,8,11136
192.168.129.69,172.224.110.11,8,11136
192.168.129.69,172.224.180.135,8,11136
192.168.129.69,17.248.167.85,8,11136
192.168.129.69,17.248.167.56,8,11136
192.168.129.69,17.248.225.14,143,11122
192.168.33.247,17.57.145.26,23,11096
192.168.131.16,17.253.69.196,142,11076
192.168.129.212,17.253.69.208,142,11076
192.168.130.238,17.248.225.14,140,10920
192.168.129.248,192.168.159.254,33,10890
192.168.129.196,57.144.176.141,15,10870
192.168.131.140,192.168.159.254,31,10850
192.168.130.224,17.248.225.68,139,10842
192.168.129.212,17.248.225.67,139,10842
192.168.130.208,17.248.225.44,138,10764
192.168.128.72,17.248.167.106,20,10758
192.168.128.72,17.248.167.102,20,10758
192.168.128.72,17.248.167.70,20,10758
192.168.130.224,172.224.110.12,20,10758
192.168.130.224,172.224.180.3,20,10758
192.168.130.224,172.224.180.4,19,10680
192.168.128.52,172.224.180.4,19,10680
192.168.130.224,17.248.225.70,136,10608
192.168.131.16,17.253.71.144,136,10608
192.168.159.254,192.168.129.84,31,10602
192.168.159.254,192.168.131.140,31,10602
192.168.33.120,192.168.63.254,31,10602
192.168.34.66,192.168.63.254,31,10602
192.168.63.254,192.168.34.66,31,10602
192.168.159.254,192.168.129.196,31,10602
17.188.182.132,192.168.33.115,15,10546
192.168.129.84,192.168.159.254,31,10478
192.168.33.120,17.248.167.87,16,10446
192.168.129.124,192.168.159.254,31,10230
192.168.129.196,192.168.159.254,31,10230
192.168.33.115,23.208.236.42,130,10140
192.168.131.16,8.8.4.4,132,10104
192.168.131.16,8.8.8.8,132,10104
192.168.129.196,57.144.124.196,168,10080
192.168.129.69,31.13.82.174,15,9996
192.168.129.69,57.144.150.34,15,9996
192.168.159.254,192.168.130.196,29,9918
8.8.4.4,192.168.33.184,20,9868
192.168.130.104,17.253.69.195,38,9860
8.8.8.8,192.168.33.120,19,9830
192.168.131.16,17.253.71.137,126,9828
192.168.129.69,172.224.110.19,7,9744
192.168.129.69,172.224.110.8,7,9744
192.168.33.120,17.248.167.85,7,9744
192.168.129.69,17.248.167.36,7,9744
192.168.129.124,192.168.63.253,120,9740
192.168.130.238,157.240.31.63,31,9714
192.168.130.44,172.224.180.133,23,9678
192.168.130.44,172.224.111.12,23,9678
192.168.33.247,17.57.145.27,16,9639
8.8.4.4,192.168.33.120,17,9623
192.168.130.208,8.8.4.4,124,9608
192.168.130.238,8.8.4.4,124,9608
192.168.130.238,8.8.8.8,124,9608
192.168.33.115,17.253.69.198,123,9594
192.168.130.238,17.248.225.67,123,9594
192.168.130.196,192.168.159.254,28,9576
192.168.130.192,8.8.4.4,124,9544
192.168.130.192,8.8.8.8,124,9544
8.8.4.4,192.168.34.56,16,9541
8.8.8.8,192.168.33.184,16,9540
17.188.178.34,192.168.130.104,12,9473
192.168.129.40,17.248.225.65,121,9438
192.168.131.132,17.248.167.36,19,9366
192.168.130.208,17.248.225.14,120,9360
192.168.131.16,17.253.71.148,120,9360
192.168.128.52,172.224.111.11,18,9288
192.168.130.224,172.224.180.9,18,9288
192.168.128.52,172.224.180.3,18,9288
192.168.129.69,8.8.4.4,120,9232
192.168.129.69,8.8.8.8,120,9232
192.168.128.72,8.8.8.8,120,9232
192.168.130.104,17.57.12.34,34,9228
17.57.145.27,192.168.33.120,67,9167
192.168.128.160,17.248.167.54,16,9132
192.168.128.160,17.248.167.40,15,9054
192.168.128.160,17.248.167.53,15,9054
192.168.128.160,17.248.167.73,15,9054
192.168.129.173,17.248.167.43,15,9054
192.168.128.72,17.248.167.38,15,9054
192.168.33.115,224.0.0.251,69,9051
192.168.130.196,17.253.69.199,116,9048
192.168.33.115,17.253.69.206,116,9048
192.168.128.160,17.248.167.102,14,8976
192.168.129.40,17.248.167.53,14,8976
192.168.129.173,17.248.167.39,14,8976
192.168.128.72,8.8.4.4,116,8920
192.168.130.208,172.224.110.8,13,8898
192.168.33.115,17.248.225.67,114,8892
192.168.128.160,17.248.167.59,12,8820
192.168.33.184,17.248.167.84,11,8742
192.168.131.172,8.8.4.4,112,8672
192.168.131.172,8.8.8.8,112,8672
192.168.130.238,23.192.46.178,111,8658
192.168.33.120,17.179.252.2,110,8580
192.168.159.254,192.168.128.72,25,8550
192.168.159.254,192.168.129.69,25,8550
192.168.128.72,17.248.225.70,109,8502
192.168.128.72,172.217.161.42,34,8472
192.168.130.196,172.224.180.137,24,8442
17.57.145.152,192.168.34.56,31,8413
192.168.130.196,172.224.110.10,23,8364
192.168.130.196,172.224.180.135,23,8364
192.168.130.196,172.224.111.4,23,8364
192.168.130.196,17.248.167.55,6,8352
192.168.129.69,17.248.167.75,6,8352
192.168.129.69,17.248.167.42,6,8352
192.168.128.72,17.253.69.203,107,8346
192.168.130.208,17.248.225.29,107,8346
192.168.33.115,17.253.69.196,107,8346
192.168.129.40,17.248.225.70,107,8330
192.168.131.132,17.248.167.43,22,8286
192.168.130.196,172.224.111.9,22,8286
192.168.130.196,172.224.111.12,22,8286
192.168.130.196,172.224.180.5,22,8286
192.168.130.196,172.224.110.11,22,8286
192.168.131.132,17.248.167.52,22,8286
192.168.33.115,17.248.225.65,106,8268
192.168.159.254,192.168.131.16,24,8208
192.168.128.52,224.0.0.251,82,8200
192.168.131.16,17.253.71.140,105,8190
192.168.128.52,17.248.225.29,105,8174
17.57.145.27,192.168.33.115,14,8165
17.57.145.25,192.168.33.115,14,8162
192.168.130.238,157.240.31.142,11,8154
::,ff02::16,72,8120
192.168.128.52,17.248.225.44,104,8112
192.168.131.16,17.253.71.132,104,8112
192.168.129.212,17.253.69.196,104,8112
192.168.131.16,17.253.71.141,104,8112
192.168.129.180,17.253.71.148,104,8112
192.168.33.115,17.252.196.22,56,8101
192.168.130.238,57.144.152.192,10,8076
192.168.33.184,74.125.10.70,14,8076
192.168.33.184,31.13.82.174,14,8076
192.168.33.184,57.144.150.34,14,8076
17.57.145.133,192.168.33.184,53,8044
192.168.128.72,17.253.69.205,103,8034
192.168.130.196,17.248.225.44,103,8034
192.168.33.247,17.248.225.70,103,8018
192.168.33.247,172.224.110.5,18,7958
192.168.131.16,17.248.225.67,102,7956
192.168.129.124,172.217.31.164,21,7940
192.168.33.184,17.248.225.65,101,7878
192.168.131.16,192.168.159.254,23,7866
192.168.159.254,192.168.129.212,23,7866
192.168.130.196,142.251.170.109,101,7862
192.168.130.192,17.248.225.64,101,7830
192.168.33.247,17.248.167.36,16,7802
192.168.33.247,172.224.110.20,16,7802
192.168.33.247,172.224.180.133,16,7802
192.168.33.247,17.248.167.68,16,7802
192.168.33.247,172.224.180.6,16,7802
192.168.33.247,172.224.180.136,16,7802
192.168.33.247,172.224.111.5,16,7802
192.168.33.247,172.224.110.6,16,7802
192.168.131.16,17.253.71.131,100,7800
192.168.130.196,142.251.170.108,100,7784
192.168.33.247,172.224.111.13,15,7740
192.168.33.247,172.224.111.11,15,7740
192.168.33.247,172.224.110.18,15,7740
192.168.33.247,172.224.111.7,15,7740
192.168.33.247,172.224.111.6,15,7740
192.168.33.247,172.224.180.134,15,7740
192.168.33.247,172.224.110.8,15,7740
192.168.131.16,172.64.68.64,15,7740
192.168.131.16,172.64.69.64,15,7740
192.168.131.16,162.159.196.64,15,7740
192.168.131.16,162.159.194.64,15,7740
192.168.33.247,17.248.167.41,15,7740
192.168.33.247,17.248.167.73,15,7740
192.168.33.247,17.248.167.85,15,7740
192.168.33.247,17.248.167.105,15,7740
192.168.130.192,17.248.225.67,99,7722
192.168.33.247,8.8.8.8,72,7684
10.4.129.124,192.168.129.124,13,7670
192.168.34.56,17.248.167.89,14,7662
192.168.34.56,17.248.167.91,14,7662
192.168.34.56,17.248.167.71,14,7662
192.168.34.56,17.248.167.37,14,7662
192.168.34.56,17.248.167.74,14,7662
192.168.34.56,17.248.167.107,14,7662
192.168.34.56,17.248.167.36,14,7662
192.168.33.120,17.248.167.105,14,7662
192.168.33.120,17.248.167.88,14,7662
192.168.33.120,17.248.167.40,14,7662
192.168.128.160,17.248.167.56,14,7662
192.168.33.120,17.248.167.37,14,7662
192.168.33.120,17.248.167.89,14,7662
192.168.33.120,17.248.167.42,14,7662
192.168.33.120,17.248.167.107,14,7662
192.168.33.120,17.248.167.53,14,7662
192.168.33.120,17.248.167.43,14,7662
192.168.33.120,17.248.167.84,14,7662
192.168.128.72,172.64.69.66,14,7662
192.168.128.72,162.159.196.66,14,7662
192.168.128.72,162.159.194.66,14,7662
192.168.128.72,172.64.68.66,14,7662
192.168.130.104,17.248.167.53,13,7629
192.168.128.160,17.248.167.75,13,7584
192.168.129.40,17.248.167.55,13,7584
192.168.129.173,17.248.167.72,13,7584
192.168.33.247,17.248.225.69,97,7566
192.168.33.247,17.248.225.67,97,7550
192.168.129.69,17.248.225.70,97,7534
192.168.128.72,192.168.159.254,22,7524
192.168.129.69,192.168.159.254,22,7524
192.168.33.184,17.248.167.100,12,7506
192.168.129.173,17.248.167.91,12,7506
192.168.131.16,17.248.167.38,12,7506
192.168.33.247,172.224.180.7,12,7506
